cont,status,order,Family,genus,species,logM,M,mass
EA,extant,Insectivora,Talpidae,Galemys,pyrenaicus,1.78,60.2,0.0602
NA,extant,Insectivora,Talpidae,Neurotrichus,gibbsii,0.95,8.9,0.0089
NA,extant,Insectivora,Talpidae,Parascalops,breweri,1.71,51,0.051
NA,extant,Insectivora,Talpidae,Scalopus,aquaticus,1.96,91.3,0.0913
NA,extant,Insectivora,Talpidae,Scapanus,latimanus,1.74,55,0.055
NA,extant,Insectivora,Talpidae,Scapanus,orarius,1.79,61.2,0.0612
NA,extant,Insectivora,Talpidae,Scapanus,townsendii,2.15,141.7,0.1417
EA,extant,Insectivora,Talpidae,Talpa,europaea,1.89,77,0.077
EA,extant,Insectivora,Talpidae,Talpa,caeca,1.97,92.5,0.0925
EA,extant,Insectivora,Talpidae,Talpa,romana,1.97,92.5,0.0925
EA,extant,Insectivora,Talpidae,Uropsilus,soricipes,1.2,16,0.016
Insular,extant,Insectivora,Talpidae,Urotrichus,talpoides,1.65,45,0.045
Insular,extant,Insectivora,Tenrecidae,Echinops,telfairi,1.93,85.5,0.0855
Insular,extant,Insectivora,Tenrecidae,Echinops,telfairi,2.26,180,0.18
Insular,extant,Insectivora,Tenrecidae,Geogale,aurita,0.83,6.7,0.0067
Insular,extant,Insectivora,Tenrecidae,Geogale,aurita,0.85,7,0.007
Insular,extant,Insectivora,Tenrecidae,Hemicentetes,nigricepts,2.05,113,0.113
Insular,extant,Insectivora,Tenrecidae,Hemicentetes,semispinosus,2.13,134,0.134
Insular,extant,Insectivora,Tenrecidae,Hemicentetes,semispinosus,2.14,137.8,0.1378
Insular,extant,Insectivora,Tenrecidae,Limnogale,mergulus,1.89,77.7,0.0777
Insular,extant,Insectivora,Tenrecidae,Limnogale,mergulus,1.9,79.5,0.0795
Insular,extant,Insectivora,Tenrecidae,Microgale,parvula,0.53,3.4,0.0034
Insular,extant,Insectivora,Tenrecidae,Microgale,pusilla,0.53,3.4,0.0034
Insular,extant,Insectivora,Tenrecidae,Microgale,longicaudata,0.86,7.3,0.0073
Insular,extant,Insectivora,Tenrecidae,Microgale,fotsifotsy,0.89,7.7,0.0077
Insular,extant,Insectivora,Tenrecidae,Microgale,principula,1.01,10.2,0.0102
Insular,extant,Insectivora,Tenrecidae,Microgale,drouhardi,1.02,10.5,0.0105
Insular,extant,Insectivora,Tenrecidae,Microgale,brevicaudata,1.05,11.3,0.0113
Insular,extant,Insectivora,Tenrecidae,Microgale,taiva,1.09,12.4,0.0124
Insular,extant,Insectivora,Tenrecidae,Microgale,cowani,1.14,13.8,0.0138
Insular,extant,Insectivora,Tenrecidae,Microgale,monticola,1.14,13.9,0.0139
Insular,extant,Insectivora,Tenrecidae,Microgale,gymnorhyncha,1.26,18.2,0.0182
Insular,extant,Insectivora,Tenrecidae,Microgale,soricoides,1.27,18.7,0.0187
Insular,extant,Insectivora,Tenrecidae,Microgale,thomasi,1.36,22.9,0.0229
Insular,extant,Insectivora,Tenrecidae,Microgale,gracilis,1.37,23.3,0.0233
Insular,extant,Insectivora,Tenrecidae,Microgale,longirostris,1.4,25,0.025
Insular,extant,Insectivora,Tenrecidae,Microgale,dobsoni,1.53,34,0.034
Insular,extant,Insectivora,Tenrecidae,Microgale,talazaci,1.57,37,0.037
Insular,extant,Insectivora,Tenrecidae,Microgale,dobsoni,1.58,38,0.038
Insular,extant,Insectivora,Tenrecidae,Microgale,dryas,1.6,40,0.04
Insular,extant,Insectivora,Tenrecidae,Microgale,talazaci,1.68,48,0.048
AF,extant,Insectivora,Tenrecidae,Micropotamogale,lamottei,1.84,69.6,0.0696
AF,extant,Insectivora,Tenrecidae,Micropotamogale,ruwenzorii,1.99,98.5,0.0985
Insular,extant,Insectivora,Tenrecidae,Oryzorictes,talpoides,1.54,35,0.035
Insular,extant,Insectivora,Tenrecidae,Oryzorictes,hova,1.56,36.5,0.0365
Insular,extant,Insectivora,Tenrecidae,Oryzorictes,tetradactylus,1.56,36,0.036
AF,extant,Insectivora,Tenrecidae,Potamogale,velox,2.82,660,0.66
Insular,extant,Insectivora,Tenrecidae,Setifer,setosus,2.33,212.8,0.2128
Insular,extant,Insectivora,Tenrecidae,Setifer,setosus,2.47,294,0.294
Insular,extant,Insectivora,Tenrecidae,Tenrec,ecaudatus,2.7,500,0.5
Insular,extant,Insectivora,Tenrecidae,Tenrec,ecaudatus,2.94,868,0.868
NA,extant,Lagomorpha,Leporidae,Brachylagus,idahoensis,2.62,421.3,0.4213
AF,extant,Lagomorpha,Leporidae,Bunolagus,monticularis,3.24,1750,1.75
EA,extant,Lagomorpha,Leporidae,Caprolagus,hispidus,3.4,2497,2.497
AF,extant,Lagomorpha,Leporidae,Lepus,victoriae,3.24,1750,1.75
AF,extant,Lagomorpha,Leporidae,Lepus,capensis,3.25,1775,1.775
AF,extant,Lagomorpha,Leporidae,Lepus,saxatilis,3.35,2225,2.225
AF,extant,Lagomorpha,Leporidae,Lepus,starcki,3.44,2750,2.75
AUS,extant,Lagomorpha,Leporidae,Lepus,capensis,3.6,4000,4
EA,extant,Lagomorpha,Leporidae,Lepus,tolai,3.2,1589,1.589
EA,extant,Lagomorpha,Leporidae,Lepus,nigricollis,3.32,2100,2.1
EA,extant,Lagomorpha,Leporidae,Lepus,timidus,3.48,3048,3.048
EA,extant,Lagomorpha,Leporidae,Lepus,europaeus,3.57,3740,3.74
EA,extant,Lagomorpha,Leporidae,Lepus,capensis,3.65,4500,4.5
Insular,extant,Lagomorpha,Leporidae,Lepus,nigricollis,3.4,2497,2.497
NA,extant,Lagomorpha,Leporidae,Lepus,townsendii,3.19,1555,1.555
NA,extant,Lagomorpha,Leporidae,Lepus,americanus,3.23,1710,1.71
NA,extant,Lagomorpha,Leporidae,Lepus,californicus,3.38,2422.5,2.4225
NA,extant,Lagomorpha,Leporidae,Lepus,callotis,3.4,2500,2.5
NA,extant,Lagomorpha,Leporidae,Lepus,flavigularis,3.48,3000,3
NA,extant,Lagomorpha,Leporidae,Lepus,alleni,3.57,3685,3.685
NA,extant,Lagomorpha,Leporidae,Lepus,arcticus,3.64,4405,4.405
NA,extant,Lagomorpha,Leporidae,Lepus,othus,3.68,4806,4.806
AF,extant,Lagomorpha,Leporidae,Oryctolagus,cuniculus,3.33,2150,2.15
EA,extant,Lagomorpha,Leporidae,Oryctolagus,cuniculus,3.24,1750,1.75
AF,extant,Lagomorpha,Leporidae,Poelagus,marjorita,3.4,2500,2.5
AF,extant,Lagomorpha,Leporidae,Pronolagus,crassicaudatus,3.35,2230,2.23
AF,extant,Lagomorpha,Leporidae,Pronolagus,rupestris,3.35,2250,2.25
AF,extant,Lagomorpha,Leporidae,Pronolagus,randensis,3.37,2335,2.335
NA,extant,Lagomorpha,Leporidae,Romerolagus,diazi,2.68,476.7,0.4767
NA,extant,Lagomorpha,Leporidae,Sylvilagus,bachmani,2.81,643.3,0.6433
NA,extant,Lagomorpha,Leporidae,Sylvilagus,transitionalis,2.82,656.7,0.6567
NA,extant,Lagomorpha,Leporidae,Sylvilagus,nuttallii,2.88,755.1,0.7551
NA,extant,Lagomorpha,Leporidae,Sylvilagus,audubonii,2.95,889.6,0.8896
NA,extant,Lagomorpha,Leporidae,Sylvilagus,graysoni,2.98,964,0.964
NA,extant,Lagomorpha,Leporidae,Sylvilagus,brasiliensis,2.98,950,0.95
NA,extant,Lagomorpha,Leporidae,Sylvilagus,floridanus,3.07,1172.8,1.1728
NA,extant,Lagomorpha,Leporidae,Sylvilagus,palustris,3.18,1500,1.5
NA,extant,Lagomorpha,Leporidae,Sylvilagus,aquaticus,3.33,2135.8,2.1358
NA,extant,Lagomorpha,Leporidae,Sylvilagus,cunicularius,3.48,3000,3
NA,extant,Lagomorpha,Leporidae,Sylvilagus,insonus,3.48,3000,3
SA,extant,Lagomorpha,Leporidae,Sylvilagus,brasiliensis,2.98,950,0.95
SA,extant,Lagomorpha,Leporidae,Sylvilagus,floridanus,3.07,1172.8,1.1728
EA,extant,Lagomorpha,Ochotonidae,Ochotona,pusilla,2.15,142.5,0.1425
EA,extant,Lagomorpha,Ochotonidae,Ochotona,alpina,2.18,150,0.15
EA,extant,Lagomorpha,Ochotonidae,Ochotona,rufescens,2.4,250,0.25
EA,extant,Lagomorpha,Ochotonidae,Ochotona,macrotis,2.41,260,0.26
EA,extant,Lagomorpha,Ochotonidae,Ochotona,roylei,2.41,260,0.26
NA,extant,Lagomorpha,Ochotonidae,Ochotona,collaris,2.11,129,0.129
NA,extant,Lagomorpha,Ochotonidae,Ochotona,princeps,2.2,157.6,0.1576
AF,extant,Macroscelidea,Macroscelididae,Elephantulus,revoili,1.51,32.5,0.0325
AF,extant,Macroscelidea,Macroscelididae,Elephantulus,rufescens,1.57,37.5,0.0375
AF,extant,Macroscelidea,Macroscelididae,Elephantulus,brachyrhynchus,1.68,47.5,0.0475
AF,extant,Macroscelidea,Macroscelididae,Elephantulus,edwardii,1.68,48,0.048
AF,extant,Macroscelidea,Macroscelididae,Elephantulus,rozeti,1.68,48,0.048
AF,extant,Macroscelidea,Macroscelididae,Elephantulus,intufi,1.69,49.5,0.0495
AF,extant,Macroscelidea,Macroscelididae,Elephantulus,myurus,1.72,52.4,0.0524
AF,extant,Macroscelidea,Macroscelididae,Elephantulus,fuscipes,1.76,57,0.057
AF,extant,Macroscelidea,Macroscelididae,Elephantulus,rupestris,1.82,66.4,0.0664
AF,extant,Macroscelidea,Macroscelididae,Macroscelides,proboscideus,1.58,38.2,0.0382
AF,extant,Macroscelidea,Macroscelididae,Petrodromus,tetradactylus,2.27,187.5,0.1875
AF,extant,Macroscelidea,Macroscelididae,Rhynchocyon,petersi,2.63,424,0.424
AF,extant,Macroscelidea,Macroscelididae,Rhynchocyon,cirnei,2.69,490,0.49
AF,extant,Macroscelidea,Macroscelididae,Rhynchocyon,chrysopygus,2.73,540,0.54
SA,extant,Microbiotheria,Microbiotheriidae,Dromiciops,gliroides,1.35,22.3,0.0223
AUS,extant,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,3.17,1484.3,1.4843
AUS,extant,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,3.65,4500,4.5
Insular,extant,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,3.19,1550,1.55
EA,extant,Monotremata,Tachyglossidae,Zaglossus,bruijni,4.01,10300,10.3
Insular,extant,Monotremata,Tachyglossidae,Zaglossus,bruijnii,3.89,7800,7.8
AUS,extant,Notoryctemorphia,Notoryctidae,Notoryctes,typhlops,1.74,55,0.055
SA,extant,Paucituberculata,Caenolestidae,Caenolestes,fuliginosus,1.44,27.8,0.0278
SA,extant,Paucituberculata,Caenolestidae,Caenolestes,caniventer,1.6,40,0.04
SA,extant,Paucituberculata,Caenolestidae,Caenolestes,convelatus,1.6,40,0.04
SA,extant,Paucituberculata,Caenolestidae,Lestoros,inca,1.32,21.1,0.0211
SA,extant,Paucituberculata,Caenolestidae,Rhyncholestes,raphanurus,1.32,21,0.021
AUS,extant,Peramelemorphia,Peramelidae,Isoodon,auratus,2.63,425,0.425
AUS,extant,Peramelemorphia,Peramelidae,Isoodon,obesulus,2.89,775,0.775
AUS,extant,Peramelemorphia,Peramelidae,Isoodon,macrourus,3.2,1600,1.6
Insular,extant,Peramelemorphia,Peramelidae,Isoodon,macrourus,3.2,1600,1.6
AUS,extant,Peramelemorphia,Peramelidae,Macrotis,lagotis,3.13,1350,1.35
AUS,extant,Peramelemorphia,Peramelidae,Perameles,bougainville,2.35,226,0.226
AUS,extant,Peramelemorphia,Peramelidae,Perameles,gunnii,2.94,870,0.87
AUS,extant,Peramelemorphia,Peramelidae,Perameles,nasuta,2.99,975,0.975
AUS,extant,Peramelemorphia,Peroryctidae,Echymipera,rufescens,3.04,1100,1.1
Insular,extant,Peramelemorphia,Peroryctidae,Echymipera,kalubu,2.84,695,0.695
Insular,extant,Peramelemorphia,Peroryctidae,Echymipera,kalubu,2.84,693,0.693
Insular,extant,Peramelemorphia,Peroryctidae,Echymipera,davidi,2.98,950,0.95
Insular,extant,Peramelemorphia,Peroryctidae,Echymipera,kalubu,2.98,958.5,0.9585
Insular,extant,Peramelemorphia,Peroryctidae,Echymipera,echinista,3,1000,1
Insular,extant,Peramelemorphia,Peroryctidae,Echymipera,rufescens,3.04,1100,1.1
Insular,extant,Peramelemorphia,Peroryctidae,Echymipera,clara,3.09,1236.5,1.2365
Insular,extant,Peramelemorphia,Peroryctidae,Microperoryctes,papuensis,2.2,158,0.158
Insular,extant,Peramelemorphia,Peroryctidae,Microperoryctes,longicauda,2.73,538,0.538
Insular,extant,Peramelemorphia,Peroryctidae,Peroryctes,raffrayana,2.92,838.5,0.8385
Insular,extant,Peramelemorphia,Peroryctidae,Peroryctes,broadbenti,3.68,4800,4.8
AF,extant,Perissodactyla,Equidae,Equus,asinus,5.22,164998.5,164.9985
AF,extant,Perissodactyla,Equidae,Equus,caballus,5.4,250000,250
AF,extant,Perissodactyla,Equidae,Equus,burchellii,5.44,276000,276
AF,extant,Perissodactyla,Equidae,Equus,zebra,5.46,286998.7,286.9987
AF,extant,Perissodactyla,Equidae,Equus,grevyi,5.61,407999.8,407.9998
EA,extant,Perissodactyla,Equidae,Equus,hemionus,5.36,230000,230
EA,extant,Perissodactyla,Equidae,Equus,kiang,5.44,275000,275
AF,extant,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,6.47,2949986.3,2949.9863
EA,extant,Perissodactyla,Rhinocerotidae,Dicerorhinus,sumatrensis,6.1,1266667,1266.667
Insular,extant,Perissodactyla,Rhinocerotidae,Dicerorhinus,sumatrensis,6.1,1266667,1266.667
AF,extant,Perissodactyla,Rhinocerotidae,Diceros,bicornis,6.07,1180510.9,1180.5109
EA,extant,Perissodactyla,Rhinocerotidae,Rhinoceros,unicornis,6.2,1602333,1602.333
EA,extant,Perissodactyla,Rhinocerotidae,Rhinoceros,sondaicus,6.24,1750000,1750
EA,extant,Perissodactyla,Tapiridae,Tapirus,indicus,5.47,296250,296.25
NA,extant,Perissodactyla,Tapiridae,Tapirus,bairdii,5.48,299999.1,299.9991
SA,extant,Perissodactyla,Tapiridae,Tapirus,pinchaque,5.17,148949.8,148.9498
SA,extant,Perissodactyla,Tapiridae,Tapirus,terrestris,5.32,207500.9,207.5009
SA,extant,Perissodactyla,Tapiridae,Tapirus,bairdii,5.48,299999.1,299.9991
SA,extant,Primates,Callitrichidae,Callimico,goeldii,2.68,480,0.48
SA,extant,Primates,Callitrichidae,Callithrix,pygmaea,2.1,125,0.125
SA,extant,Primates,Callitrichidae,Callithrix,jacchus,2.47,292,0.292
SA,extant,Primates,Callitrichidae,Callithrix,aurita,2.53,342,0.342
SA,extant,Primates,Callitrichidae,Callithrix,flaviceps,2.53,342,0.342
SA,extant,Primates,Callitrichidae,Callithrix,geoffroyi,2.53,342,0.342
SA,extant,Primates,Callitrichidae,Callithrix,kuhlii,2.53,342,0.342
SA,extant,Primates,Callitrichidae,Callithrix,penicillata,2.53,342,0.342
SA,extant,Primates,Callitrichidae,Callithrix,humeralifer,2.54,350,0.35
SA,extant,Primates,Callitrichidae,Callithrix,argentata,2.64,440,0.44
Insular,extant,Primates,Callitrichidae,Leontopithecus,caissara,2.76,572,0.572
SA,extant,Primates,Callitrichidae,Leontopithecus,rosalia,2.73,535.5,0.5355
SA,extant,Primates,Callitrichidae,Leontopithecus,chrysomela,2.85,700,0.7
SA,extant,Primates,Callitrichidae,Leontopithecus,chrysopygus,2.85,700,0.7
SA,extant,Primates,Callitrichidae,Saguinus,fuscicollis,2.59,387,0.387
SA,extant,Primates,Callitrichidae,Saguinus,tripartitus,2.59,393.5,0.3935
SA,extant,Primates,Callitrichidae,Saguinus,imperator,2.6,400,0.4
SA,extant,Primates,Callitrichidae,Saguinus,inustus,2.61,410.5,0.4105
SA,extant,Primates,Callitrichidae,Saguinus,oedipus,2.63,430,0.43
SA,extant,Primates,Callitrichidae,Saguinus,leucopus,2.64,440,0.44
SA,extant,Primates,Callitrichidae,Saguinus,nigricollis,2.66,462,0.462
SA,extant,Primates,Callitrichidae,Saguinus,bicolor,2.67,465,0.465
SA,extant,Primates,Callitrichidae,Saguinus,geoffroyi,2.69,486.5,0.4865
SA,extant,Primates,Callitrichidae,Saguinus,midas,2.73,540,0.54
SA,extant,Primates,Callitrichidae,Saguinus,labiatus,2.76,575,0.575
SA,extant,Primates,Callitrichidae,Saguinus,mystax,2.79,618,0.618
NA,extant,Primates,Cebidae,Alouatta,pigra,3.85,7000,7
NA,extant,Primates,Cebidae,Alouatta,palliata,3.86,7274.9,7.2749
SA,extant,Primates,Cebidae,Alouatta,caraya,3.77,5862.5,5.8625
SA,extant,Primates,Cebidae,Alouatta,seniculus,3.79,6145.5,6.1455
SA,extant,Primates,Cebidae,Alouatta,belzebul,3.81,6400,6.4
SA,extant,Primates,Cebidae,Alouatta,sara,3.82,6611,6.611
SA,extant,Primates,Cebidae,Alouatta,palliata,3.86,7274.9,7.2749
SA,extant,Primates,Cebidae,Alouatta,fusca,3.9,8000,8
NA,extant,Primates,Cebidae,Aotus,lemurinus,2.94,873,0.873
SA,extant,Primates,Cebidae,Aotus,brumbacki,2.9,800,0.8
SA,extant,Primates,Cebidae,Aotus,hershkovitzi,2.9,800,0.8
SA,extant,Primates,Cebidae,Aotus,infulatus,2.9,800,0.8
SA,extant,Primates,Cebidae,Aotus,miconax,2.9,800,0.8
SA,extant,Primates,Cebidae,Aotus,nancymaae,2.9,788,0.788
SA,extant,Primates,Cebidae,Aotus,lemurinus,2.94,873,0.873
SA,extant,Primates,Cebidae,Aotus,vociferans,2.94,873,0.873
SA,extant,Primates,Cebidae,Aotus,trivirgatus,2.95,900,0.9
SA,extant,Primates,Cebidae,Aotus,azarai,2.98,962.9,0.9629
SA,extant,Primates,Cebidae,Aotus,nigriceps,3.03,1060,1.06
NA,extant,Primates,Cebidae,Ateles,geoffroyi,3.72,5284.9,5.2849
SA,extant,Primates,Cebidae,Ateles,belzebuth,3.7,5000,5
SA,extant,Primates,Cebidae,Ateles,chamek,3.78,6000,6
SA,extant,Primates,Cebidae,Ateles,marginatus,3.78,6000,6
SA,extant,Primates,Cebidae,Ateles,paniscus,3.9,7900.1,7.9001
SA,extant,Primates,Cebidae,Ateles,fusciceps,3.96,9100,9.1
SA,extant,Primates,Cebidae,Brachyteles,arachnoides,4.13,13499.9,13.4999
SA,extant,Primates,Cebidae,Cacajao,melanocephalus,3.58,3800,3.8
SA,extant,Primates,Cebidae,Cacajao,calvus,3.76,5796,5.796
SA,extant,Primates,Cebidae,Callicebus,donacophilus,2.9,795,0.795
SA,extant,Primates,Cebidae,Callicebus,moloch,2.93,854.7,0.8547
SA,extant,Primates,Cebidae,Callicebus,cupreus,2.96,915,0.915
SA,extant,Primates,Cebidae,Callicebus,brunneus,3,992.4,0.9924
SA,extant,Primates,Cebidae,Callicebus,caligatus,3,992.4,0.9924
SA,extant,Primates,Cebidae,Callicebus,cinerascens,3,992.4,0.9924
SA,extant,Primates,Cebidae,Callicebus,dubius,3,992.4,0.9924
SA,extant,Primates,Cebidae,Callicebus,hoffmannsi,3,992.4,0.9924
SA,extant,Primates,Cebidae,Callicebus,modestus,3,992.4,0.9924
SA,extant,Primates,Cebidae,Callicebus,oenanthe,3,992.4,0.9924
SA,extant,Primates,Cebidae,Callicebus,olallae,3,992.4,0.9924
SA,extant,Primates,Cebidae,Callicebus,torquatus,3.02,1050,1.05
SA,extant,Primates,Cebidae,Callicebus,personatus,3.13,1350,1.35
SA,extant,Primates,Cebidae,Cebus,apella,3.4,2500,2.5
SA,extant,Primates,Cebidae,Cebus,olivaceus,3.41,2600,2.6
SA,extant,Primates,Cebidae,Cebus,albifrons,3.42,2629,2.629
SA,extant,Primates,Cebidae,Cebus,capucinus,3.44,2733.3,2.7333
SA,extant,Primates,Cebidae,Chiropotes,albinasus,3.46,2900,2.9
SA,extant,Primates,Cebidae,Chiropotes,satanas,3.48,3000,3
SA,extant,Primates,Cebidae,Lagothrix,lagotricha,3.8,6300,6.3
SA,extant,Primates,Cebidae,Lagothrix,flavicauda,3.83,6800,6.8
SA,extant,Primates,Cebidae,Pithecia,pithecia,3.14,1375.5,1.3755
SA,extant,Primates,Cebidae,Pithecia,monachus,3.19,1537.5,1.5375
SA,extant,Primates,Cebidae,Pithecia,aequatorialis,3.35,2250,2.25
SA,extant,Primates,Cebidae,Pithecia,irrorata,3.35,2241,2.241
SA,extant,Primates,Cebidae,Pithecia,albicans,3.45,2800,2.8
SA,extant,Primates,Cebidae,Saimiri,oerstedii,2.44,278.5,0.2785
SA,extant,Primates,Cebidae,Saimiri,boliviensis,2.79,615,0.615
SA,extant,Primates,Cebidae,Saimiri,sciureus,2.87,743.2,0.7432
SA,extant,Primates,Cebidae,Saimiri,vanzolinii,2.89,769.6,0.7696
SA,extant,Primates,Cebidae,Saimiri,ustus,3,1000,1
AF,extant,Primates,Cercopithecidae,Allenopithecus,nigroviridis,3.68,4750,4.75
AF,extant,Primates,Cercopithecidae,Cercocebus,galeritus,3.89,7835,7.835
AF,extant,Primates,Cercopithecidae,Cercocebus,torquatus,3.89,7750,7.75
AF,extant,Primates,Cercopithecidae,Cercocebus,agilis,3.9,8000,8
AF,extant,Primates,Cercopithecidae,Cercopithecus,erythrogaster,3.4,2500,2.5
AF,extant,Primates,Cercopithecidae,Cercopithecus,petaurista,3.44,2775,2.775
AF,extant,Primates,Cercopithecidae,Cercopithecus,dryas,3.49,3075,3.075
AF,extant,Primates,Cercopithecidae,Cercopithecus,erythrotis,3.51,3255,3.255
AF,extant,Primates,Cercopithecidae,Cercopithecus,sclateri,3.53,3375,3.375
AF,extant,Primates,Cercopithecidae,Cercopithecus,cephus,3.54,3485,3.485
AF,extant,Primates,Cercopithecidae,Cercopithecus,ascanius,3.55,3550,3.55
AF,extant,Primates,Cercopithecidae,Cercopithecus,pogonias,3.58,3765,3.765
AF,extant,Primates,Cercopithecidae,Cercopithecus,wolfi,3.6,4000,4
AF,extant,Primates,Cercopithecidae,Cercopithecus,campbelli,3.61,4100,4.1
AF,extant,Primates,Cercopithecidae,Cercopithecus,diana,3.62,4175,4.175
AF,extant,Primates,Cercopithecidae,Cercopithecus,mona,3.67,4625,4.625
AF,extant,Primates,Cercopithecidae,Cercopithecus,mitis,3.7,5000,5
AF,extant,Primates,Cercopithecidae,Cercopithecus,preussi,3.72,5250,5.25
AF,extant,Primates,Cercopithecidae,Cercopithecus,nictitans,3.73,5410,5.41
AF,extant,Primates,Cercopithecidae,Cercopithecus,lhoesti,3.73,5375,5.375
AF,extant,Primates,Cercopithecidae,Cercopithecus,neglectus,3.74,5480,5.48
AF,extant,Primates,Cercopithecidae,Cercopithecus,solatus,3.81,6500,6.5
AF,extant,Primates,Cercopithecidae,Cercopithecus,hamlyni,3.84,6875,6.875
AF,extant,Primates,Cercopithecidae,Chlorocebus,aethiops,3.62,4155,4.155
AF,extant,Primates,Cercopithecidae,Colobus,satanas,3.64,4320,4.32
AF,extant,Primates,Cercopithecidae,Colobus,polykomos,3.99,9834.9,9.8349
AF,extant,Primates,Cercopithecidae,Colobus,angolensis,3.99,9850,9.85
AF,extant,Primates,Cercopithecidae,Colobus,guereza,4.01,10200,10.2
AF,extant,Primates,Cercopithecidae,Erythrocebus,patas,3.86,7269.9,7.2699
AF,extant,Primates,Cercopithecidae,Lophocebus,albigena,3.89,7690.1,7.6901
AF,extant,Primates,Cercopithecidae,Macaca,sylvanus,3.85,7000,7
EA,extant,Primates,Cercopithecidae,Macaca,fascicularis,3.51,3233,3.233
EA,extant,Primates,Cercopithecidae,Macaca,mulatta,3.57,3713,3.713
EA,extant,Primates,Cercopithecidae,Macaca,radiata,3.57,3690,3.69
EA,extant,Primates,Cercopithecidae,Macaca,silenus,3.68,4750,4.75
EA,extant,Primates,Cercopithecidae,Macaca,arctoides,3.7,5000,5
EA,extant,Primates,Cercopithecidae,Macaca,nemestrina,3.78,6093,6.093
EA,extant,Primates,Cercopithecidae,Macaca,assamensis,4.08,12000,12
EA,extant,Primates,Cercopithecidae,Macaca,thibetana,4.08,12000,12
Insular,extant,Primates,Cercopithecidae,Macaca,ochreata,3.41,2600,2.6
Insular,extant,Primates,Cercopithecidae,Macaca,sinica,3.56,3590,3.59
Insular,extant,Primates,Cercopithecidae,Macaca,fascicularis,3.68,4750,4.75
Insular,extant,Primates,Cercopithecidae,Macaca,cyclopis,3.78,6000,6
Insular,extant,Primates,Cercopithecidae,Macaca,nigra,3.81,6400,6.4
Insular,extant,Primates,Cercopithecidae,Macaca,nemestrina,3.81,6500,6.5
Insular,extant,Primates,Cercopithecidae,Macaca,maura,3.86,7300,7.3
Insular,extant,Primates,Cercopithecidae,Macaca,tonkeana,3.95,9000,9
Insular,extant,Primates,Cercopithecidae,Macaca,fuscata,4.02,10400,10.4
AF,extant,Primates,Cercopithecidae,Mandrillus,leucophaeus,4.18,15000,15
AF,extant,Primates,Cercopithecidae,Mandrillus,sphinx,4.26,18249.9,18.2499
AF,extant,Primates,Cercopithecidae,Miopithecus,talapoin,3.1,1250,1.25
Insular,extant,Primates,Cercopithecidae,Nasalis,concolor,3.85,7100,7.1
Insular,extant,Primates,Cercopithecidae,Nasalis,larvatus,3.95,9000,9
AF,extant,Primates,Cercopithecidae,Papio,hamadryas,4.33,21250.1,21.2501
EA,extant,Primates,Cercopithecidae,Papio,hamadryas,4.33,21250.1,21.2501
EA,extant,Primates,Cercopithecidae,Presbytis,melalophos,3.8,6300,6.3
EA,extant,Primates,Cercopithecidae,Presbytis,femoralis,3.85,7000,7
Insular,extant,Primates,Cercopithecidae,Presbytis,frontata,3.78,6050,6.05
Insular,extant,Primates,Cercopithecidae,Presbytis,melalophos,3.8,6300,6.3
Insular,extant,Primates,Cercopithecidae,Presbytis,comata,3.8,6250,6.25
Insular,extant,Primates,Cercopithecidae,Presbytis,rubicunda,3.8,6300,6.3
Insular,extant,Primates,Cercopithecidae,Presbytis,potenziani,3.81,6450,6.45
Insular,extant,Primates,Cercopithecidae,Presbytis,hosei,3.81,6500,6.5
Insular,extant,Primates,Cercopithecidae,Presbytis,thomasi,3.83,6690,6.69
