cont,status,order,Family,genus,species,logM,M,mass
AF,extant,Rodentia,Muridae,Nesokia,indica,2.25,178.5,0.1785
EA,extant,Rodentia,Muridae,Nesokia,indica,2.25,177.7,0.1777
Insular,extant,Rodentia,Muridae,Nesomys,lambertoni,2.19,155,0.155
Insular,extant,Rodentia,Muridae,Nesomys,rufus,2.21,162.5,0.1625
Insular,extant,Rodentia,Muridae,Nesomys,audeberti,2.33,212.5,0.2125
SA,extant,Rodentia,Muridae,Neusticomys,oyapocki,0.67,4.7,0.0047
SA,extant,Rodentia,Muridae,Neusticomys,monticolus,1.6,39.5,0.0395
SA,extant,Rodentia,Muridae,Neusticomys,mussoi,1.6,40,0.04
SA,extant,Rodentia,Muridae,Neusticomys,peruviensis,1.6,40,0.04
SA,extant,Rodentia,Muridae,Neusticomys,venezuelae,1.67,47.1,0.0471
EA,extant,Rodentia,Muridae,Niviventer,cremoriventer,1.82,66.4,0.0664
EA,extant,Rodentia,Muridae,Niviventer,fulvescens,1.9,79.6,0.0796
EA,extant,Rodentia,Muridae,Niviventer,niviventer,2,100,0.1
Insular,extant,Rodentia,Muridae,Niviventer,cremoriventer,1.86,73,0.073
Insular,extant,Rodentia,Muridae,Niviventer,fulvescens,1.92,84,0.084
Insular,extant,Rodentia,Muridae,Niviventer,fulvescens,1.92,84,0.084
SA,extant,Rodentia,Muridae,Notiomys,edwardsii,1.33,21.3,0.0213
AUS,extant,Rodentia,Muridae,Notomys,alexis,1.54,35,0.035
AUS,extant,Rodentia,Muridae,Notomys,cervinus,1.54,35,0.035
AUS,extant,Rodentia,Muridae,Notomys,fuscus,1.54,35,0.035
AUS,extant,Rodentia,Muridae,Notomys,aquilo,1.59,39,0.039
AUS,extant,Rodentia,Muridae,Notomys,mitchellii,1.72,52,0.052
NA,extant,Rodentia,Muridae,Nyctomys,sumichrasti,1.78,60,0.06
NA,extant,Rodentia,Muridae,Ochrotomys,nuttalli,1.35,22.4,0.0224
SA,extant,Rodentia,Muridae,Oecomys,bicolor,1.53,34,0.034
SA,extant,Rodentia,Muridae,Oecomys,concolor,1.79,61.6,0.0616
SA,extant,Rodentia,Muridae,Oecomys,mamorae,1.8,62.5,0.0625
SA,extant,Rodentia,Muridae,Oecomys,cleberi,1.87,73.4,0.0734
SA,extant,Rodentia,Muridae,Oecomys,flavicans,1.87,73.4,0.0734
SA,extant,Rodentia,Muridae,Oecomys,paricola,1.87,73.4,0.0734
SA,extant,Rodentia,Muridae,Oecomys,phaeotis,1.87,73.4,0.0734
SA,extant,Rodentia,Muridae,Oecomys,rex,1.87,73.4,0.0734
SA,extant,Rodentia,Muridae,Oecomys,roberti,1.87,73.4,0.0734
SA,extant,Rodentia,Muridae,Oecomys,rutilus,1.87,73.4,0.0734
SA,extant,Rodentia,Muridae,Oecomys,speciosus,1.87,73.4,0.0734
SA,extant,Rodentia,Muridae,Oecomys,superans,1.87,73.4,0.0734
SA,extant,Rodentia,Muridae,Oecomys,trinitatis,1.87,73.4,0.0734
AF,extant,Rodentia,Muridae,Oenomys,ornatus,1.93,85.5,0.0855
AF,extant,Rodentia,Muridae,Oenomys,hypoxanthus,1.95,90,0.09
NA,extant,Rodentia,Muridae,Oligoryzomys,fulvescens,1.4,25,0.025
SA,extant,Rodentia,Muridae,Oligoryzomys,nigripes,1.31,20.5,0.0205
SA,extant,Rodentia,Muridae,Oligoryzomys,flavescens,1.33,21.3,0.0213
SA,extant,Rodentia,Muridae,Oligoryzomys,microtis,1.35,22.5,0.0225
SA,extant,Rodentia,Muridae,Oligoryzomys,chacoensis,1.36,23,0.023
SA,extant,Rodentia,Muridae,Oligoryzomys,fulvescens,1.4,25,0.025
SA,extant,Rodentia,Muridae,Oligoryzomys,andinus,1.4,25.2,0.0252
SA,extant,Rodentia,Muridae,Oligoryzomys,arenalis,1.4,25.2,0.0252
SA,extant,Rodentia,Muridae,Oligoryzomys,destructor,1.4,25.2,0.0252
SA,extant,Rodentia,Muridae,Oligoryzomys,griseolus,1.4,25.2,0.0252
SA,extant,Rodentia,Muridae,Oligoryzomys,magellanicus,1.4,25.2,0.0252
SA,extant,Rodentia,Muridae,Oligoryzomys,longicaudatus,1.43,27,0.027
SA,extant,Rodentia,Muridae,Oligoryzomys,delticola,1.47,29.4,0.0294
SA,extant,Rodentia,Muridae,Oligoryzomys,eliurus,1.48,30,0.03
EA,extant,Rodentia,Muridae,Ondatra,zibethicus,3.06,1150,1.15
NA,extant,Rodentia,Muridae,Ondatra,zibethicus,2.99,981.5,0.9815
NA,extant,Rodentia,Muridae,Onychomys,torridus,1.4,25,0.025
NA,extant,Rodentia,Muridae,Onychomys,leucogaster,1.45,27.9,0.0279
NA,extant,Rodentia,Muridae,Onychomys,arenicola,1.48,30,0.03
NA,extant,Rodentia,Muridae,Oryzomys,alfaroi,1.52,33.3,0.0333
NA,extant,Rodentia,Muridae,Oryzomys,chapmani,1.7,50,0.05
NA,extant,Rodentia,Muridae,Oryzomys,melanotis,1.7,50,0.05
NA,extant,Rodentia,Muridae,Oryzomys,palustris,1.73,53.9,0.0539
NA,extant,Rodentia,Muridae,Oryzomys,couesi,1.84,69.3,0.0693
SA,extant,Rodentia,Muridae,Oryzomys,alfaroi,1.52,33.3,0.0333
SA,extant,Rodentia,Muridae,Oryzomys,subflavus,1.7,50,0.05
SA,extant,Rodentia,Muridae,Oryzomys,nitidus,1.74,55.2,0.0552
SA,extant,Rodentia,Muridae,Oryzomys,talamancae,1.74,55,0.055
SA,extant,Rodentia,Muridae,Oryzomys,capito,1.76,57.8,0.0578
SA,extant,Rodentia,Muridae,Oryzomys,macconnelli,1.76,58,0.058
SA,extant,Rodentia,Muridae,Oryzomys,keaysi,1.77,58.3,0.0583
SA,extant,Rodentia,Muridae,Oryzomys,albigularis,1.78,60.5,0.0605
SA,extant,Rodentia,Muridae,Oryzomys,auriventer,1.78,60.5,0.0605
SA,extant,Rodentia,Muridae,Oryzomys,balneator,1.78,60.5,0.0605
SA,extant,Rodentia,Muridae,Oryzomys,bolivaris,1.78,60.5,0.0605
SA,extant,Rodentia,Muridae,Oryzomys,gorgasi,1.78,60.5,0.0605
SA,extant,Rodentia,Muridae,Oryzomys,hammondi,1.78,60.5,0.0605
SA,extant,Rodentia,Muridae,Oryzomys,intectus,1.78,60.5,0.0605
SA,extant,Rodentia,Muridae,Oryzomys,intermedius,1.78,60.5,0.0605
SA,extant,Rodentia,Muridae,Oryzomys,kelloggi,1.78,60.5,0.0605
SA,extant,Rodentia,Muridae,Oryzomys,lamia,1.78,60.5,0.0605
SA,extant,Rodentia,Muridae,Oryzomys,levipes,1.78,60.5,0.0605
SA,extant,Rodentia,Muridae,Oryzomys,oniscus,1.78,60.5,0.0605
SA,extant,Rodentia,Muridae,Oryzomys,polius,1.78,60.5,0.0605
SA,extant,Rodentia,Muridae,Oryzomys,yunganus,1.78,60.5,0.0605
SA,extant,Rodentia,Muridae,Oryzomys,legatus,1.79,61.5,0.0615
SA,extant,Rodentia,Muridae,Oryzomys,couesi,1.84,69.3,0.0693
SA,extant,Rodentia,Muridae,Oryzomys,xantheolus,1.9,79.8,0.0798
SA,extant,Rodentia,Muridae,Oryzomys,buccinatus,2,100.3,0.1003
SA,extant,Rodentia,Muridae,Oryzomys,ratticeps,2.16,144,0.144
NA,extant,Rodentia,Muridae,Osgoodomys,banderanus,1.7,50,0.05
AF,extant,Rodentia,Muridae,Otomys,saundersiae,2.01,103,0.103
AF,extant,Rodentia,Muridae,Otomys,irroratus,2.01,101.8,0.1018
AF,extant,Rodentia,Muridae,Otomys,sloggetti,2.03,106.3,0.1063
AF,extant,Rodentia,Muridae,Otomys,denti,2.08,120,0.12
AF,extant,Rodentia,Muridae,Otomys,unisulcatus,2.1,124.5,0.1245
AF,extant,Rodentia,Muridae,Otomys,laminatus,2.18,150,0.15
AF,extant,Rodentia,Muridae,Otomys,angoniensis,2.28,191.5,0.1915
AF,extant,Rodentia,Muridae,Otomys,maximus,2.28,192,0.192
NA,extant,Rodentia,Muridae,Otonyctomys,hatti,1.56,36.2,0.0362
NA,extant,Rodentia,Muridae,Ototylomys,phyllotis,2.08,120,0.12
SA,extant,Rodentia,Muridae,Oxymycterus,inca,1.54,35,0.035
SA,extant,Rodentia,Muridae,Oxymycterus,hispidus,1.57,36.8,0.0368
SA,extant,Rodentia,Muridae,Oxymycterus,paramensis,1.62,42,0.042
SA,extant,Rodentia,Muridae,Oxymycterus,iheringi,1.63,43,0.043
SA,extant,Rodentia,Muridae,Oxymycterus,akodontius,1.83,68,0.068
SA,extant,Rodentia,Muridae,Oxymycterus,angularis,1.83,68,0.068
SA,extant,Rodentia,Muridae,Oxymycterus,hiska,1.83,68,0.068
SA,extant,Rodentia,Muridae,Oxymycterus,hucucha,1.83,68,0.068
SA,extant,Rodentia,Muridae,Oxymycterus,nasutus,1.83,68,0.068
SA,extant,Rodentia,Muridae,Oxymycterus,rufus,1.88,75.4,0.0754
SA,extant,Rodentia,Muridae,Oxymycterus,delator,1.91,81.5,0.0815
SA,extant,Rodentia,Muridae,Oxymycterus,roberti,1.92,83.4,0.0834
AF,extant,Rodentia,Muridae,Pachyuromys,duprasi,1.68,47.5,0.0475
Insular,extant,Rodentia,Muridae,Parahydromys,asper,2.73,540,0.54
Insular,extant,Rodentia,Muridae,Paraleptomys,wilhelmina,1.52,33,0.033
Insular,extant,Rodentia,Muridae,Paraleptomys,rufilatus,1.74,55,0.055
AF,extant,Rodentia,Muridae,Parotomys,littledalei,2.1,127,0.127
AF,extant,Rodentia,Muridae,Parotomys,brantsii,2.11,129.5,0.1295
AF,extant,Rodentia,Muridae,Pelomys,minor,1.7,50,0.05
AF,extant,Rodentia,Muridae,Pelomys,isseli,1.78,60,0.06
AF,extant,Rodentia,Muridae,Pelomys,fallax,2.11,130,0.13
Insular,extant,Rodentia,Muridae,Peromyscus,sitkensis,1.45,28.3,0.0283
NA,extant,Rodentia,Muridae,Peromyscus,polionotus,1.11,13,0.013
NA,extant,Rodentia,Muridae,Peromyscus,crinitus,1.25,18,0.018
NA,extant,Rodentia,Muridae,Peromyscus,boylii,1.33,21.4,0.0214
NA,extant,Rodentia,Muridae,Peromyscus,leucopus,1.33,21.2,0.0212
NA,extant,Rodentia,Muridae,Peromyscus,maniculatus,1.33,21.3,0.0213
NA,extant,Rodentia,Muridae,Peromyscus,eva,1.34,22,0.022
NA,extant,Rodentia,Muridae,Peromyscus,eremicus,1.37,23.6,0.0236
NA,extant,Rodentia,Muridae,Peromyscus,yucatanicus,1.42,26.3,0.0263
NA,extant,Rodentia,Muridae,Peromyscus,gratus,1.44,27.4,0.0274
NA,extant,Rodentia,Muridae,Peromyscus,truei,1.44,27.4,0.0274
NA,extant,Rodentia,Muridae,Peromyscus,attwateri,1.45,27.9,0.0279
NA,extant,Rodentia,Muridae,Peromyscus,difficilis,1.45,28,0.028
NA,extant,Rodentia,Muridae,Peromyscus,gossypinus,1.47,29.4,0.0294
NA,extant,Rodentia,Muridae,Peromyscus,stirtoni,1.47,29.2,0.0292
NA,extant,Rodentia,Muridae,Peromyscus,mexicanus,1.51,32.6,0.0326
NA,extant,Rodentia,Muridae,Peromyscus,furvus,1.52,33,0.033
NA,extant,Rodentia,Muridae,Peromyscus,hooperi,1.56,36,0.036
NA,extant,Rodentia,Muridae,Peromyscus,spicilegus,1.56,36,0.036
NA,extant,Rodentia,Muridae,Peromyscus,pectoralis,1.59,39,0.039
NA,extant,Rodentia,Muridae,Peromyscus,melanotis,1.6,39.6,0.0396
NA,extant,Rodentia,Muridae,Peromyscus,aztecus,1.6,40,0.04
NA,extant,Rodentia,Muridae,Peromyscus,bullatus,1.6,40,0.04
NA,extant,Rodentia,Muridae,Peromyscus,guatemalensis,1.6,40,0.04
NA,extant,Rodentia,Muridae,Peromyscus,gymnotis,1.6,40,0.04
NA,extant,Rodentia,Muridae,Peromyscus,melanophrys,1.6,40,0.04
NA,extant,Rodentia,Muridae,Peromyscus,melanurus,1.6,40,0.04
NA,extant,Rodentia,Muridae,Peromyscus,merriami,1.6,40,0.04
NA,extant,Rodentia,Muridae,Peromyscus,ochraventer,1.6,40,0.04
NA,extant,Rodentia,Muridae,Peromyscus,perfulvus,1.6,40,0.04
NA,extant,Rodentia,Muridae,Peromyscus,polius,1.6,40,0.04
NA,extant,Rodentia,Muridae,Peromyscus,simulus,1.6,40,0.04
NA,extant,Rodentia,Muridae,Peromyscus,winkelmanni,1.6,40,0.04
NA,extant,Rodentia,Muridae,Peromyscus,zarhynchus,1.6,40,0.04
NA,extant,Rodentia,Muridae,Peromyscus,californicus,1.64,43.5,0.0435
NA,extant,Rodentia,Muridae,Peromyscus,melanocarpus,1.77,59,0.059
NA,extant,Rodentia,Muridae,Peromyscus,mekisturus,1.78,60,0.06
NA,extant,Rodentia,Muridae,Peromyscus,megalops,1.82,66.2,0.0662
NA,extant,Rodentia,Muridae,Peromyscus,grandis,1.85,71,0.071
AF,extant,Rodentia,Muridae,Petromyscus,collinus,1.3,20,0.02
AF,extant,Rodentia,Muridae,Petromyscus,monticularis,1.32,20.7,0.0207
SA,extant,Rodentia,Muridae,Phaenomys,ferrugineus,1.97,93.8,0.0938
Insular,extant,Rodentia,Muridae,Phaulomys,smithii,1.54,35,0.035
NA,extant,Rodentia,Muridae,Phenacomys,intermedius,1.4,25.2,0.0252
Insular,extant,Rodentia,Muridae,Phloeomys,cumingi,3.29,1946.3,1.9463
EA,extant,Rodentia,Muridae,Phodopus,campbelli,1.37,23.4,0.0234
EA,extant,Rodentia,Muridae,Phodopus,sungorus,1.37,23.4,0.0234
SA,extant,Rodentia,Muridae,Phyllotis,gerbillus,1.24,17.4,0.0174
SA,extant,Rodentia,Muridae,Phyllotis,amicus,1.31,20.2,0.0202
SA,extant,Rodentia,Muridae,Phyllotis,bonaeriensis,1.63,42.5,0.0425
SA,extant,Rodentia,Muridae,Phyllotis,haggardi,1.63,42.5,0.0425
SA,extant,Rodentia,Muridae,Phyllotis,wolffsohni,1.63,42.5,0.0425
SA,extant,Rodentia,Muridae,Phyllotis,osgoodi,1.65,45.1,0.0451
SA,extant,Rodentia,Muridae,Phyllotis,osilae,1.69,49,0.049
SA,extant,Rodentia,Muridae,Phyllotis,darwini,1.71,50.8,0.0508
SA,extant,Rodentia,Muridae,Phyllotis,caprinus,1.71,50.8,0.0508
SA,extant,Rodentia,Muridae,Phyllotis,andium,1.72,53,0.053
SA,extant,Rodentia,Muridae,Phyllotis,xanthopygus,1.75,56.3,0.0563
SA,extant,Rodentia,Muridae,Phyllotis,magister,1.84,68.5,0.0685
SA,extant,Rodentia,Muridae,Phyllotis,definitus,1.95,89,0.089
NA,extant,Rodentia,Muridae,Podomys,floridanus,1.49,30.8,0.0308
SA,extant,Rodentia,Muridae,Podoxymys,roraimae,1.53,33.8,0.0338
Insular,extant,Rodentia,Muridae,Pogonomelomys,sevia,1.72,52,0.052
Insular,extant,Rodentia,Muridae,Pogonomelomys,mayeri,2.04,109.7,0.1097
AUS,extant,Rodentia,Muridae,Pogonomys,macrourus,1.8,63,0.063
Insular,extant,Rodentia,Muridae,Pogonomys,sylvestris,1.64,43.4,0.0434
Insular,extant,Rodentia,Muridae,Pogonomys,macrourus,1.65,44.9,0.0449
Insular,extant,Rodentia,Muridae,Pogonomys,championi,1.7,50.5,0.0505
Insular,extant,Rodentia,Muridae,Pogonomys,loriae,1.98,95,0.095
Insular,extant,Rodentia,Muridae,Pogonomys,loriae,1.98,95,0.095
Insular,extant,Rodentia,Muridae,Pogonomys,loriae,1.98,95.4,0.0954
AF,extant,Rodentia,Muridae,Praomys,morio,1.48,30,0.03
AF,extant,Rodentia,Muridae,Praomys,tullbergi,1.53,33.7,0.0337
AF,extant,Rodentia,Muridae,Praomys,delectorum,1.56,36,0.036
AF,extant,Rodentia,Muridae,Praomys,jacksoni,1.6,40,0.04
AF,extant,Rodentia,Muridae,Prionomys,batesi,1.1,12.5,0.0125
EA,extant,Rodentia,Muridae,Prometheomys,schaposchnikowi,1.88,75,0.075
AF,extant,Rodentia,Muridae,Psammomys,obesus,2.17,149.6,0.1496
Insular,extant,Rodentia,Muridae,Pseudohydromys,murinus,1.23,16.8,0.0168
Insular,extant,Rodentia,Muridae,Pseudohydromys,occidentalis,1.34,21.9,0.0219
AUS,extant,Rodentia,Muridae,Pseudomys,delicatulus,1.04,11,0.011
AUS,extant,Rodentia,Muridae,Pseudomys,pilligaensis,1.04,11,0.011
AUS,extant,Rodentia,Muridae,Pseudomys,chapmani,1.08,12,0.012
AUS,extant,Rodentia,Muridae,Pseudomys,hermannsburgensis,1.08,12,0.012
AUS,extant,Rodentia,Muridae,Pseudomys,johnsoni,1.08,12,0.012
AUS,extant,Rodentia,Muridae,Pseudomys,laborifex,1.08,12,0.012
AUS,extant,Rodentia,Muridae,Pseudomys,bolami,1.19,15.5,0.0155
AUS,extant,Rodentia,Muridae,Pseudomys,apodemoides,1.3,20,0.02
AUS,extant,Rodentia,Muridae,Pseudomys,novaehollandiae,1.3,20,0.02
AUS,extant,Rodentia,Muridae,Pseudomys,desertor,1.4,25,0.025
AUS,extant,Rodentia,Muridae,Pseudomys,albocinereus,1.48,30.5,0.0305
AUS,extant,Rodentia,Muridae,Pseudomys,nanus,1.53,34,0.034
AUS,extant,Rodentia,Muridae,Pseudomys,occidentalis,1.53,34,0.034
AUS,extant,Rodentia,Muridae,Pseudomys,australis,1.81,65,0.065
AUS,extant,Rodentia,Muridae,Pseudomys,higginsi,1.83,67,0.067
AUS,extant,Rodentia,Muridae,Pseudomys,fumeus,1.85,70,0.07
AUS,extant,Rodentia,Muridae,Pseudomys,shortridgei,1.85,70,0.07
AUS,extant,Rodentia,Muridae,Pseudomys,gracilicaudatus,1.87,74.8,0.0748
AUS,extant,Rodentia,Muridae,Pseudomys,oralis,1.98,95,0.095
AUS,extant,Rodentia,Muridae,Pseudomys,fuscus,2.09,122,0.122
Insular,extant,Rodentia,Muridae,Pseudomys,delicatulus,1.04,11,0.011
SA,extant,Rodentia,Muridae,Pseudoryzomys,simplex,1.71,51.2,0.0512
SA,extant,Rodentia,Muridae,Punomys,lemminus,1.93,84.8,0.0848
AUS,extant,Rodentia,Muridae,Rattus,exulans,1.6,40,0.04
AUS,extant,Rodentia,Muridae,Rattus,colletti,1.79,61,0.061
AUS,extant,Rodentia,Muridae,Rattus,lutreolus,2.03,106,0.106
AUS,extant,Rodentia,Muridae,Rattus,tunneyi,2.09,124,0.124
AUS,extant,Rodentia,Muridae,Rattus,fuscipes,2.12,133,0.133
AUS,extant,Rodentia,Muridae,Rattus,leucopus,2.12,132,0.132
AUS,extant,Rodentia,Muridae,Rattus,villosissimus,2.13,134,0.134
AUS,extant,Rodentia,Muridae,Rattus,sordidus,2.2,157.5,0.1575
EA,extant,Rodentia,Muridae,Rattus,exulans,1.6,40,0.04
EA,extant,Rodentia,Muridae,Rattus,tanezumi,1.94,87,0.087
EA,extant,Rodentia,Muridae,Rattus,tiomanicus,2.11,127.5,0.1275
EA,extant,Rodentia,Muridae,Rattus,argentiventer,2.12,132.5,0.1325
EA,extant,Rodentia,Muridae,Rattus,rattus,2.25,178.3,0.1783
EA,extant,Rodentia,Muridae,Rattus,annandalei,2.3,197.5,0.1975
EA,extant,Rodentia,Muridae,Rattus,norvegicus,2.55,356.7,0.3567
Insular,extant,Rodentia,Muridae,Rattus,exulans,1.74,55,0.055
Insular,extant,Rodentia,Muridae,Rattus,exulans,1.74,55,0.055
Insular,extant,Rodentia,Muridae,Rattus,tanezumi,1.94,87,0.087
Insular,extant,Rodentia,Muridae,Rattus,baluensis,2.03,107.5,0.1075
Insular,extant,Rodentia,Muridae,Rattus,elaphinus,2.12,131.4,0.1314
Insular,extant,Rodentia,Muridae,Rattus,elaphinus,2.12,131.4,0.1314
Insular,extant,Rodentia,Muridae,Rattus,argentiventer,2.12,132.5,0.1325
Insular,extant,Rodentia,Muridae,Rattus,argentiventer,2.12,132.5,0.1325
Insular,extant,Rodentia,Muridae,Rattus,argentiventer,2.12,132.5,0.1325
Insular,extant,Rodentia,Muridae,Rattus,novaeguineae,2.12,133,0.133
Insular,extant,Rodentia,Muridae,Rattus,tiomanicus,2.13,136,0.136
Insular,extant,Rodentia,Muridae,Rattus,morotaiensis,2.17,148.3,0.1483
Insular,extant,Rodentia,Muridae,Rattus,morotaiensis,2.17,148.3,0.1483
Insular,extant,Rodentia,Muridae,Rattus,steini,2.19,155,0.155
Insular,extant,Rodentia,Muridae,Rattus,sordidus,2.2,157.5,0.1575
Insular,extant,Rodentia,Muridae,Rattus,praetor,2.29,193,0.193
Insular,extant,Rodentia,Muridae,Rattus,praetor,2.33,215.3,0.2153
Insular,extant,Rodentia,Muridae,Rattus,leucopus,2.33,211.5,0.2115
Insular,extant,Rodentia,Muridae,Rattus,mordax,2.36,230,0.23
Insular,extant,Rodentia,Muridae,Rattus,tanezumi,2.36,228,0.228
Insular,extant,Rodentia,Muridae,Rattus,mordax,2.36,230,0.23
Insular,extant,Rodentia,Muridae,Rattus,everetti,2.41,255,0.255
Insular,extant,Rodentia,Muridae,Rattus,feliceus,2.49,306,0.306
Insular,extant,Rodentia,Muridae,Rattus,jobiensis,2.58,380,0.38
SA,extant,Rodentia,Muridae,Reithrodon,auritus,1.85,70.9,0.0709
Insular,extant,Rodentia,Muridae,Reithrodontomys,spectabilis,1.31,20.2,0.0202
NA,extant,Rodentia,Muridae,Reithrodontomys,humulis,0.92,8.3,0.0083
NA,extant,Rodentia,Muridae,Reithrodontomys,megalotis,0.97,9.4,0.0094
NA,extant,Rodentia,Muridae,Reithrodontomys,montanus,1.04,10.9,0.0109
NA,extant,Rodentia,Muridae,Reithrodontomys,raviventris,1.04,11,0.011
NA,extant,Rodentia,Muridae,Reithrodontomys,fulvescens,1.06,11.4,0.0114
NA,extant,Rodentia,Muridae,Reithrodontomys,gracilis,1.09,12.3,0.0123
NA,extant,Rodentia,Muridae,Reithrodontomys,brevirostris,1.11,12.9,0.0129
NA,extant,Rodentia,Muridae,Reithrodontomys,chrysopsis,1.28,19,0.019
NA,extant,Rodentia,Muridae,Reithrodontomys,mexicanus,1.28,19,0.019
NA,extant,Rodentia,Muridae,Reithrodontomys,sumichrasti,1.28,19,0.019
NA,extant,Rodentia,Muridae,Reithrodontomys,burti,1.3,20,0.02
NA,extant,Rodentia,Muridae,Reithrodontomys,hirsutus,1.3,20,0.02
NA,extant,Rodentia,Muridae,Reithrodontomys,microdon,1.3,20,0.02
NA,extant,Rodentia,Muridae,Reithrodontomys,tenuirostris,1.3,20,0.02
NA,extant,Rodentia,Muridae,Reithrodontomys,creper,1.36,22.8,0.0228
SA,extant,Rodentia,Muridae,Reithrodontomys,darienensis,1.11,13,0.013
SA,extant,Rodentia,Muridae,Reithrodontomys,mexicanus,1.11,13,0.013
AF,extant,Rodentia,Muridae,Rhabdomys,pumilio,1.61,40.7,0.0407
SA,extant,Rodentia,Muridae,Rhagomys,rufescens,1.33,21.2,0.0212
NA,extant,Rodentia,Muridae,Rheomys,mexicanus,1.6,40,0.04
NA,extant,Rodentia,Muridae,Rheomys,thomasi,1.6,40,0.04
SA,extant,Rodentia,Muridae,Rheomys,raptor,1.58,38,0.038
SA,extant,Rodentia,Muridae,Rhipidomys,macconnelli,1.62,41.6,0.0416
SA,extant,Rodentia,Muridae,Rhipidomys,latimanus,1.76,57.5,0.0575
SA,extant,Rodentia,Muridae,Rhipidomys,mastacalis,1.89,77.5,0.0775
SA,extant,Rodentia,Muridae,Rhipidomys,leucodactylus,1.9,80,0.08
SA,extant,Rodentia,Muridae,Rhipidomys,austrinus,1.95,89,0.089
SA,extant,Rodentia,Muridae,Rhipidomys,caucensis,1.95,89,0.089
SA,extant,Rodentia,Muridae,Rhipidomys,couesi,1.95,89,0.089
SA,extant,Rodentia,Muridae,Rhipidomys,fulviventer,1.95,89,0.089
SA,extant,Rodentia,Muridae,Rhipidomys,nitela,1.95,89,0.089
SA,extant,Rodentia,Muridae,Rhipidomys,ochrogaster,1.95,89,0.089
SA,extant,Rodentia,Muridae,Rhipidomys,venezuelae,1.95,90,0.09
SA,extant,Rodentia,Muridae,Rhipidomys,venustus,1.95,89,0.089
SA,extant,Rodentia,Muridae,Rhipidomys,wetzeli,1.95,89,0.089
EA,extant,Rodentia,Muridae,Rhizomys,sumatrensis,2.4,250,0.25
EA,extant,Rodentia,Muridae,Rhizomys,pruinosus,3.39,2450,2.45
Insular,extant,Rodentia,Muridae,Rhynchomys,isarogensis,2.09,122.5,0.1225
AF,extant,Rodentia,Muridae,Saccostomus,mearnsi,1.66,45.5,0.0455
AF,extant,Rodentia,Muridae,Saccostomus,campestris,1.71,51.2,0.0512
SA,extant,Rodentia,Muridae,Scapteromys,tumidus,2.16,146,0.146
SA,extant,Rodentia,Muridae,Scolomys,melanops,1.42,26.5,0.0265
SA,extant,Rodentia,Muridae,Scolomys,ucayalensis,1.42,26.5,0.0265
NA,extant,Rodentia,Muridae,Scotinomys,teguina,1.05,11.2,0.0112
NA,extant,Rodentia,Muridae,Scotinomys,xerampelinus,1.18,15,0.015
AF,extant,Rodentia,Muridae,Sekeetamys,calurus,1.74,55.2,0.0552
NA,extant,Rodentia,Muridae,Sigmodon,hispidus,1.97,92.4,0.0924
NA,extant,Rodentia,Muridae,Sigmodon,mascotensis,2.08,120,0.12
NA,extant,Rodentia,Muridae,Sigmodon,ochrognathus,2.09,122,0.122
NA,extant,Rodentia,Muridae,Sigmodon,leucotis,2.13,135.5,0.1355
NA,extant,Rodentia,Muridae,Sigmodon,alleni,2.25,179,0.179
NA,extant,Rodentia,Muridae,Sigmodon,arizonae,2.3,198,0.198
NA,extant,Rodentia,Muridae,Sigmodon,fulviventer,2.33,214,0.214
SA,extant,Rodentia,Muridae,Sigmodon,alstoni,1.75,55.7,0.0557
SA,extant,Rodentia,Muridae,Sigmodon,hispidus,1.97,92.4,0.0924
SA,extant,Rodentia,Muridae,Sigmodon,inopinatus,2.15,140.5,0.1405
Insular,extant,Rodentia,Muridae,Solomys,salebrosus,2.6,397,0.397
Insular,extant,Rodentia,Muridae,Solomys,ponceleti,3,1000,1
EA,extant,Rodentia,Muridae,Spalax,microphthalmus,2.67,470,0.47
AF,extant,Rodentia,Muridae,Steatomys,parvus,0.7,5,0.005
AF,extant,Rodentia,Muridae,Steatomys,krebsii,1.32,20.7,0.0207
AF,extant,Rodentia,Muridae,Steatomys,pratensis,1.4,25,0.025
AF,extant,Rodentia,Muridae,Stenocephalemys,griseicauda,1.93,85.7,0.0857
AF,extant,Rodentia,Muridae,Stenocephalemys,albocaudata,2.16,144,0.144
Insular,extant,Rodentia,Muridae,Stenomys,niobe,1.66,46.1,0.0461
Insular,extant,Rodentia,Muridae,Stenomys,richardsoni,1.81,64.3,0.0643
Insular,extant,Rodentia,Muridae,Stenomys,vandeuseni,1.83,67.3,0.0673
Insular,extant,Rodentia,Muridae,Stenomys,omlichodes,1.86,71.8,0.0718
Insular,extant,Rodentia,Muridae,Stenomys,verecundus,2.04,108.5,0.1085
AF,extant,Rodentia,Muridae,Stochomys,longicaudatus,1.85,71,0.071
EA,extant,Rodentia,Muridae,Sundamys,muelleri,2.52,334,0.334
Insular,extant,Rodentia,Muridae,Sundamys,muelleri,2.34,217.3,0.2173
Insular,extant,Rodentia,Muridae,Sundamys,infraluteus,2.62,418.5,0.4185
NA,extant,Rodentia,Muridae,Synaptomys,borealis,1.33,21.3,0.0213
NA,extant,Rodentia,Muridae,Synaptomys,cooperi,1.5,31.9,0.0319
AF,extant,Rodentia,Muridae,Tachyoryctes,splendens,2.33,212.3,0.2123
AF,extant,Rodentia,Muridae,Tachyoryctes,macrocephalus,2.78,597,0.597
